x,y
-0.23938922065136703,-0.5653968848249151
0.01716804750990475,-0.048881323037248126
-0.427593533658975,-0.6782319273725326
-0.32595829782935104,-0.5935197606778814
-0.3010624252998907,-0.4844220008504062
-0.24534080008889925,-0.3024198344906075
-0.35532055974211985,-0.4755301003867962
-0.11526202259335405,-0.28272589450585506
0.13077152571467177,0.061255779075612304
0.049358954596450566,-0.010299586477137357
-0.012636673649518149,-0.25999713660536117
0.2595198957582403,0.05321565494307401
0.27818961744801407,0.17955570139730015
-0.17055798300613534,-0.28111075143224873
-0.021507303441997805,0.03465522347607064
0.13922667790639776,0.05818563836281743
-0.004223070997878997,-0.012726828305370974
0.05257074195209688,0.054895395794149815
-0.4541473361429804,-0.4889246815222468
-0.15059313211030956,-0.47560950748233644
-0.01887562399948306,0.023667242606615346
-0.207481522344249,-0.3540927127678546
0.04498600441879863,-0.18180544450572078
0.021939373979952936,-0.028176967917250106
0.3119413970704499,0.19287052330587673
-0.5501276298201354,-0.8684441398749301
0.42644386083850416,0.36924612806656465
-0.4407323360037848,-0.6878736258009532
0.3314579950746246,0.09421318858269312
-0.003235716107897302,-0.10412595326434482
-0.26677401910549936,-0.26544170203519113
0.2334860551608522,0.2203592747427463
-0.5714121012064155,-0.7835515043856168
-0.01895124561201489,-0.16216679165712344
0.37482970610718236,0.4922864536961806
-0.08300204394528266,-0.30313621454566975
-0.6033007819924034,-0.648796990814674
-0.4665107511685538,-0.49963507243702365
0.028686393737025417,-0.0017449634197319597
0.10386351783862025,-0.08167983990084948
-0.35687747642436496,-0.5301020356749614
-0.21022402790882877,-0.373774193920803
-0.09277950935651014,-0.24164976651767145
-0.5703676481292044,-0.8459761580848657
-0.06646056776715359,-0.09850230368962964
-0.3616684062173847,-0.4322273121612211
-0.04468226211107196,-0.12133811294840302
0.08142373667690173,0.16904123609009947
-0.38108161709743427,-0.7031948700329294
0.011537204381659949,-0.42973645618711054
-0.043479408698422706,-0.20347924545142138
-0.4654919279885956,-0.775637564373252
-0.39194678159544616,-0.42013842866831996
-0.045296711649953636,-0.15152654500020124
0.1805424384887846,0.166098036952113
-0.05530022797632661,-0.21440810694610946
0.3779942804753187,0.28577661068949833
0.24925563453813693,0.2561885284216694
-0.544950442163851,-0.6538634024777232
-0.2687398196893831,-0.30470914369768043
-0.01607266927038198,-0.20242136185084048
0.041440570795757914,-0.29200253755345584
0.09736621402845524,-0.13489223286627638
-0.17246939452289156,-0.34322886694801624
0.001038377233741894,-0.1431241866997437
0.036919379970724586,-0.0738938999024562
-0.40541901488676,-0.46042213108241725
-0.08741371253966534,-0.21352197566485187
-0.047046329528132924,-0.07852329331306485
0.0698091934595364,-0.08995608658831
-0.38290360571926896,-0.5090024225857133
0.1488714543762586,-0.07541849196697892
-0.26585198509031693,-0.5712632670162929
0.22022151236197463,0.25394957505959703
-0.0827210732837036,-0.13742913786707622
0.011080260615353277,-0.22295015336121415
0.03155572373379534,-0.12732966339917362
0.17100602628509987,-0.10325218032060957
0.07879450442056934,0.044642379182821434
0.24862941360756796,0.20895074293765847
-0.08848752777542979,-0.044542870945847524
0.15053828008360148,0.12308222116093348
-0.061456951930551784,-0.33124283941655375
0.1423636759759972,-0.0006642403710139799
-0.3407664394108796,-0.5146071131966155
0.29652521667983867,0.1418350032795419
-0.3315664036962249,-0.4871064901590597
0.31167792176274056,0.0178424640898609
-0.2987540166410557,-0.4603685457341471
